"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize","IUCN_frq","IUCN_year","realm","elevation","NPP","ave_temp","Tree_mean","sampling_effort_t"
"Panthera tigris","C","EMML_DYTP","G",1,162564,1,1,2.6,1,1,"10","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Hylobates pileatus","C","EMML_DYTP","Ar",3,5440,0,1,1,4,3.25,"8","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Petaurista philippensis","C","EMML_DYTP","Ar",4,1676,1,0,-999,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Ratufa bicolor","C","EMML_DYTP","Ar",5,2050,0,1,1.5,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Bandicota indica","C","EMML_DYTP","G",2,719.96,1,0,6.12,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Catopuma temminckii","C","EMML_DYTP","G",2,11500,1,0,1.5,-999,-999,"8","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Cannomys badius","C","EMML_DYTP","G",1,650,1,0,2,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Felis chaus","C","EMML_DYTP","G",2,7392.98,1,1,2.94,-999,-999,"4","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Rhizomys sumatrensis","C","EMML_DYTP","G",3,1625,1,0,4,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Viverra megaspila","C","EMML_DYTP","G",6,9250,1,1,-999,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Macaca fascicularis","C","EMML_DYTP","S",3,3991.5,0,1,1,23.6,27,"4","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Lutrogale perspicillata","C","EMML_DYTP","G",4,9483.33,0,1,3.24,-999,-999,"8","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Elephas maximus","B","EMML_DYTP","G",1,2915040,1,1,1.41,-999,7.75,"8","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Atherurus macrourus","B","EMML_DYTP","G",2,2000,1,0,1.5,-999,-999,"4","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Bos javanicus","B","EMML_DYTP","G",1,625000,1,1,1.22,21,40,"8","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Paradoxurus hermaphroditus","B","EMML_DYTP","Ar",4,3156.66,1,0,3.29,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Ursus thibetanus","B","EMML_DYTP","G",5,77500,0,1,1.5,-999,-999,"6","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Viverra zibetha","B","EMML_DYTP","G",6,9500,1,1,2.89,-999,-999,"4","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Prionailurus bengalensis","B","EMML_DYTP","S",3,3300,1,1,2.5,-999,-999,"4","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Tragulus kanchil","B","EMML_DYTP","G",2,3706.24,1,0,-999,-999,-999,"2","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Hystrix brachyura","B","EMML_DYTP","G",2,8450,1,0,1.41,1,1,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Macaca leonina","B","EMML_DYTP","S",3,5786.96,0,1,-999,-999,-999,"3","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Rusa unicolor","B","EMML_DYTP","G",2,177522.9,1,0,1,-999,-999,"3","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Capricornis sumatraensis","B","EMML_DYTP","G",1,110942.22,0,1,1.22,-999,-999,"1","2020","Indo-Malay",184,3934.81,25.83,19.99,645
"Helarctos malayanus","B","EMML_DYTP","G",4,46500,1,0,1.1,-999,-999,"5","2017","Indo-Malay",184,3934.81,25.83,19.99,645
"Sus scrofa","B","EMML_DYTP","G",5,96118.09,1,0,4.52,-999,13,"3","2019","Indo-Malay",184,3934.81,25.83,19.99,645
"Neofelis nebulosa","B","EMML_DYTP","S",1,19675.75,0,1,2.25,1,1,"9","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Cuon alpinus","B","EMML_DYTP","G",2,14173.33,0,1,4.3,-999,-999,"8","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Melogale personata","B","EMML_DYTP","G",3,1702.5,1,0,2.5,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Pardofelis marmorata","B","EMML_DYTP","S",1,2854.25,1,0,2,-999,-999,"9","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Herpestes javanicus","B","EMML_DYTP","G",5,750,1,1,2.21,-999,-999,"1","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Viverricula indica","B","EMML_DYTP","G",5,2908.43,1,1,3.74,1.5,1.5,"3","2015","Indo-Malay",184,3934.81,25.83,19.99,645
"Prionodon pardicolor","B","EMML_DYTP","S",3,512,1,0,2,-999,-999,"3","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Manis javanica","B","EMML_DYTP","Ar",1,5150,1,0,1,-999,-999,"4","2019","Indo-Malay",184,3934.81,25.83,19.99,645
"Martes flavigula","B","EMML_DYTP","Ar",5,1842.5,0,1,3.53,-999,-999,"5","2016","Indo-Malay",184,3934.81,25.83,19.99,645
"Ursus americanus","C","EMML_EWP","G",4,99949.36,1,0,2.39,-999,-999,"3","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Sciurus niger","C","EMML_EWP","Ar",3,761.9,0,1,-999,-999,-999,"4","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Lepus americanus","C","EMML_EWP","G",1,1710.02,1,0,3.54,-999,-999,"3","2019","Nearctic",121,2871.1,11.24,23.49,1934
"Lynx rufus","C","EMML_EWP","G",1,8904.1,1,0,2.76,-999,-999,"4","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Marmota monax","C","EMML_EWP","G",3,3801.72,0,1,4.1,-999,1,"3","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Canis latrans","C","EMML_EWP","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",121,2871.1,11.24,23.49,1934
"Mephitis mephitis","C","EMML_EWP","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Castor canadensis","C","EMML_EWP","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Lontra canadensis","C","EMML_EWP","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",121,2871.1,11.24,23.49,1934
"Ondatra zibethicus","C","EMML_EWP","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Neovison vison","C","EMML_EWP","G",4,1150,1,0,-999,-999,-999,"3","2016","Nearctic",121,2871.1,11.24,23.49,1934
"Tamias striatus","A","EMML_FLWP","G",4,111.91,0,1,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Glaucomys volans","A","EMML_FLWP","Ar",3,63.87,1,0,3.13,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Tamiasciurus hudsonicus","A","EMML_FLWP","Ar",6,201.17,0,1,3.93,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sciurus carolinensis","B","EMML_FLWP","Ar",3,506.5,0,1,2.98,-999,1,"4","2018",NA,NA,NA,NA,NA,NA
"Procyon lotor","B","EMML_FLWP","G",4,5524.97,1,0,3.06,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sylvilagus floridanus","B","EMML_FLWP","G",1,1172.79,1,0,4.62,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Odocoileus virginianus","B","EMML_FLWP","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016",NA,NA,NA,NA,NA,NA
"Didelphis virginiana","B","EMML_FLWP","S",4,2195.48,1,0,8.62,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Vulpes vulpes","B","EMML_FLWP","G",3,5476.17,1,0,4.59,-999,-999,"5","2021",NA,NA,NA,NA,NA,NA
"Urocyon cinereoargenteus","B","EMML_FLWP","G",5,3833.72,1,0,3.71,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Mephitis mephitis","B","EMML_FLWP","G",5,2085.02,1,0,5.7,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Ursus americanus","B","EMML_FLWP","G",4,99949.36,1,0,2.39,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Taxidea taxus","C","EMML_FLWP","G",3,7107.55,1,0,2.76,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Lepus europaeus","C","EMML_FLWP","G",1,3740,1,0,2.14,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Martes pennanti","C","EMML_FLWP","S",2,4000,1,1,3.02,-999,-999,"4","2018",NA,NA,NA,NA,NA,NA
"Sciurus niger","C","EMML_FLWP","Ar",3,761.9,0,1,-999,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Lepus americanus","C","EMML_FLWP","G",1,1710.02,1,0,3.54,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Lynx rufus","C","EMML_FLWP","G",1,8904.1,1,0,2.76,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Marmota monax","C","EMML_FLWP","G",3,3801.72,0,1,4.1,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Canis latrans","C","EMML_FLWP","G",3,13406.33,1,0,5.72,-999,-999,"4","2018",NA,NA,NA,NA,NA,NA
"Erethizon dorsatum","C","EMML_FLWP","S",3,7085.33,1,0,1,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Castor canadensis","C","EMML_FLWP","G",1,21820,1,0,3.6,-999,5.1,"5","2016",NA,NA,NA,NA,NA,NA
"Lontra canadensis","C","EMML_FLWP","G",2,8087.42,1,0,2.67,-999,-999,"4","2015",NA,NA,NA,NA,NA,NA
"Ondatra zibethicus","C","EMML_FLWP","G",2,1065.75,1,0,6.55,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Neovison vison","C","EMML_FLWP","G",4,1150,1,0,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Herpestes urva","A","EMML_HKK","G",5,1863.2,1,1,3,-999,-999,"3","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Menetes berdmorei","A","EMML_HKK","S",4,190,0,1,-999,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Tapirus indicus","A","EMML_HKK","G",1,296250,1,0,1,1,1.5,"9","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Tupaia belangeri","A","EMML_HKK","G",2,200,0,1,-999,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Muntiacus muntjak","A","EMML_HKK","G",2,15925.79,1,1,1,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Elephas maximus","B","EMML_HKK","G",1,2915040,1,1,1.41,-999,7.75,"8","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Atherurus macrourus","B","EMML_HKK","G",2,2000,1,0,1.5,-999,-999,"4","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Catopuma temminckii","B","EMML_HKK","G",2,11500,1,0,1.5,-999,-999,"8","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Bos javanicus","B","EMML_HKK","G",1,625000,1,1,1.22,21,40,"8","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Paradoxurus hermaphroditus","B","EMML_HKK","Ar",4,3156.66,1,0,3.29,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Macaca fascicularis","B","EMML_HKK","S",3,3991.5,0,1,1,23.6,27,"4","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Cuon alpinus","B","EMML_HKK","G",2,14173.33,0,1,4.3,-999,-999,"8","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Canis aureus","B","EMML_HKK","G",6,10345.23,1,0,3.74,-999,-999,"1","2018","Indo-Malay",208,3488.37,24.67,20.77,3329
"Ursus thibetanus","B","EMML_HKK","G",5,77500,0,1,1.5,-999,-999,"6","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Arctonyx collaris","B","EMML_HKK","G",5,6356,1,0,3,-999,-999,"1","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Viverra zibetha","B","EMML_HKK","G",6,9500,1,1,2.89,-999,-999,"4","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Viverra megaspila","B","EMML_HKK","G",6,9250,1,1,-999,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Melogale personata","B","EMML_HKK","G",3,1702.5,1,0,2.5,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Panthera pardus","B","EMML_HKK","G",1,52038.22,1,0,2.14,1,1,"8","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Prionailurus bengalensis","B","EMML_HKK","S",3,3300,1,1,2.5,-999,-999,"4","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Hystrix brachyura","B","EMML_HKK","G",2,8450,1,0,1.41,1,1,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Paguma larvata","B","EMML_HKK","G",3,4300,1,0,2.16,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Macaca leonina","B","EMML_HKK","S",3,5786.96,0,1,-999,-999,-999,"3","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Rusa unicolor","B","EMML_HKK","G",2,177522.9,1,0,1,-999,-999,"3","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Viverricula indica","B","EMML_HKK","G",5,2908.43,1,1,3.74,1.5,1.5,"3","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Helarctos malayanus","B","EMML_HKK","G",4,46500,1,0,1.1,-999,-999,"5","2017","Indo-Malay",208,3488.37,24.67,20.77,3329
"Manis javanica","B","EMML_HKK","Ar",1,5150,1,0,1,-999,-999,"4","2019","Indo-Malay",208,3488.37,24.67,20.77,3329
"Panthera tigris","B","EMML_HKK","G",1,162564,1,1,2.6,1,1,"10","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Sus scrofa","B","EMML_HKK","G",5,96118.09,1,0,4.52,-999,13,"3","2019","Indo-Malay",208,3488.37,24.67,20.77,3329
"Martes flavigula","B","EMML_HKK","Ar",5,1842.5,0,1,3.53,-999,-999,"5","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Macaca arctoides","C","EMML_HKK","S",4,5000,0,1,1.01,-999,-999,"5","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Muntiacus feae","C","EMML_HKK","G",2,22000,1,1,1.22,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Arctictis binturong","C","EMML_HKK","Ar",5,9875,1,0,2.5,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Rhizomys pruinosus","C","EMML_HKK","G",3,2450,1,0,3,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Arctogalidia trivirgata","C","EMML_HKK","Ar",4,2250,1,0,2.79,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Macaca assamensis","C","EMML_HKK","S",4,12000,0,1,-999,-999,21,"4","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Prionodon linsang","C","EMML_HKK","S",3,700,1,0,2.3,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Trachypithecus phayrei","C","EMML_HKK","Ar",2,8400,0,1,1,-999,12.9,"3","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Petaurista elegans","C","EMML_HKK","Ar",4,997,1,0,1,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Lepus peguensis","C","EMML_HKK","G",1,2267.5,1,0,-999,-999,-999,"3","2019","Indo-Malay",208,3488.37,24.67,20.77,3329
"Nycticebus bengalensis","C","EMML_HKK","Ar",4,1137.36,1,0,-999,-999,-999,"3","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Hylobates lar","C","EMML_HKK","Ar",3,4892,0,1,1.01,-999,3.2,"4","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Petaurista philippensis","C","EMML_HKK","Ar",4,1676,1,0,-999,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Ratufa bicolor","C","EMML_HKK","Ar",5,2050,0,1,1.5,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Mustela strigidorsa","C","EMML_HKK","G",1,1500,1,1,-999,-999,-999,"4","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Petaurista petaurista","C","EMML_HKK","Ar",4,1660.13,1,0,1,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Capricornis sumatraensis","C","EMML_HKK","G",1,110942.22,0,1,1.22,-999,-999,"1","2020","Indo-Malay",208,3488.37,24.67,20.77,3329
"Trachypithecus germaini","C","EMML_HKK","Ar",2,8516.46,0,1,-999,-999,-999,"4","2021","Indo-Malay",208,3488.37,24.67,20.77,3329
"Herpestes javanicus","C","EMML_HKK","G",5,750,1,1,2.21,-999,-999,"1","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Bandicota indica","C","EMML_HKK","G",2,719.96,1,0,6.12,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Cannomys badius","C","EMML_HKK","G",1,650,1,0,2,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Felis chaus","C","EMML_HKK","G",2,7392.98,1,1,2.94,-999,-999,"4","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Rhizomys sumatrensis","C","EMML_HKK","G",3,1625,1,0,4,-999,-999,"3","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Tragulus kanchil","C","EMML_HKK","G",2,3706.24,1,0,-999,-999,-999,"2","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Neofelis nebulosa","C","EMML_HKK","S",1,19675.75,0,1,2.25,1,1,"9","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Trachypithecus barbei","C","EMML_HKK","Ar",2,8516.46,0,1,-999,-999,-999,"2","2021","Indo-Malay",208,3488.37,24.67,20.77,3329
"Pardofelis marmorata","C","EMML_HKK","S",1,2854.25,1,0,2,-999,-999,"9","2016","Indo-Malay",208,3488.37,24.67,20.77,3329
"Lutra lutra","C","EMML_HKK","G",4,8785.14,1,1,2.01,-999,-999,"5","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Lutrogale perspicillata","C","EMML_HKK","G",4,9483.33,0,1,3.24,-999,-999,"8","2015","Indo-Malay",208,3488.37,24.67,20.77,3329
"Tamiasciurus hudsonicus","A","EMML_ICTS","Ar",6,201.17,0,1,3.93,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Odocoileus virginianus","B","EMML_ICTS","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016",NA,NA,NA,NA,NA,NA
"Procyon lotor","B","EMML_ICTS","G",4,5524.97,1,0,3.06,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Urocyon cinereoargenteus","B","EMML_ICTS","G",5,3833.72,1,0,3.71,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Sciurus carolinensis","B","EMML_ICTS","Ar",3,506.5,0,1,2.98,-999,1,"4","2018",NA,NA,NA,NA,NA,NA
"Didelphis virginiana","B","EMML_ICTS","S",4,2195.48,1,0,8.62,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Vulpes vulpes","B","EMML_ICTS","G",3,5476.17,1,0,4.59,-999,-999,"5","2021",NA,NA,NA,NA,NA,NA
"Canis latrans","B","EMML_ICTS","G",3,13406.33,1,0,5.72,-999,-999,"4","2018",NA,NA,NA,NA,NA,NA
"Mephitis mephitis","B","EMML_ICTS","G",5,2085.02,1,0,5.7,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sylvilagus floridanus","B","EMML_ICTS","G",1,1172.79,1,0,4.62,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Marmota monax","B","EMML_ICTS","G",3,3801.72,0,1,4.1,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Lynx rufus","B","EMML_ICTS","G",1,8904.1,1,0,2.76,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Castor canadensis","B","EMML_ICTS","G",1,21820,1,0,3.6,-999,5.1,"5","2016",NA,NA,NA,NA,NA,NA
"Taxidea taxus","C","EMML_ICTS","G",3,7107.55,1,0,2.76,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Lepus europaeus","C","EMML_ICTS","G",1,3740,1,0,2.14,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Ursus americanus","C","EMML_ICTS","G",4,99949.36,1,0,2.39,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sylvilagus transitionalis","C","EMML_ICTS","G",1,656.7,1,0,4.41,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Sylvilagus palustris","C","EMML_ICTS","G",1,1500,1,0,2.96,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Martes pennanti","C","EMML_ICTS","S",2,4000,1,1,3.02,-999,-999,"4","2018",NA,NA,NA,NA,NA,NA
"Sciurus niger","C","EMML_ICTS","Ar",3,761.9,0,1,-999,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Lepus americanus","C","EMML_ICTS","G",1,1710.02,1,0,3.54,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Sylvilagus obscurus","C","EMML_ICTS","G",1,1218.45,1,0,-999,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Erethizon dorsatum","C","EMML_ICTS","S",3,7085.33,1,0,1,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Alces alces","C","EMML_ICTS","G",1,356998.16,1,0,1.25,-999,1,"1","2016",NA,NA,NA,NA,NA,NA
"Lontra canadensis","C","EMML_ICTS","G",2,8087.42,1,0,2.67,-999,-999,"4","2015",NA,NA,NA,NA,NA,NA
"Ondatra zibethicus","C","EMML_ICTS","G",2,1065.75,1,0,6.55,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Neovison vison","C","EMML_ICTS","G",4,1150,1,0,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sciurus carolinensis","A","EMML_LEAF","Ar",3,506.5,0,1,2.98,-999,1,"4","2018","Nearctic",0,2319.04,10.15,18.31,6024
"Tamiasciurus douglasii","A","EMML_LEAF","Ar",6,225,0,1,5.49,-999,1,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Glaucomys sabrinus","A","EMML_LEAF","Ar",3,166,1,0,3,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Procyon lotor","B","EMML_LEAF","G",4,5524.97,1,0,3.06,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Aplodontia rufa","B","EMML_LEAF","G",1,1003.99,1,1,2.46,-999,-999,"4","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Odocoileus hemionus","B","EMML_LEAF","G",2,54212.57,1,0,1.61,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Canis latrans","B","EMML_LEAF","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",0,2319.04,10.15,18.31,6024
"Didelphis virginiana","B","EMML_LEAF","S",4,2195.48,1,0,8.62,-999,1,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Lontra canadensis","B","EMML_LEAF","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",0,2319.04,10.15,18.31,6024
"Vulpes vulpes","C","EMML_LEAF","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Nearctic",0,2319.04,10.15,18.31,6024
"Marmota caligata","C","EMML_LEAF","G",3,7230.03,0,1,4.67,-999,3,"4","2018","Nearctic",0,2319.04,10.15,18.31,6024
"Lepus americanus","C","EMML_LEAF","G",1,1710.02,1,0,3.54,-999,-999,"3","2019","Nearctic",0,2319.04,10.15,18.31,6024
"Lynx rufus","C","EMML_LEAF","G",1,8904.1,1,0,2.76,-999,-999,"4","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Mephitis mephitis","C","EMML_LEAF","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Martes americana","C","EMML_LEAF","S",4,1250,1,0,2.6,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Erethizon dorsatum","C","EMML_LEAF","S",3,7085.33,1,0,1,-999,1,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Sylvilagus floridanus","C","EMML_LEAF","G",1,1172.79,1,0,4.62,-999,-999,"3","2019","Nearctic",0,2319.04,10.15,18.31,6024
"Puma concolor","C","EMML_LEAF","G",1,51600.04,1,1,2.76,-999,1,"4","2015","Nearctic",0,2319.04,10.15,18.31,6024
"Castor canadensis","C","EMML_LEAF","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Ondatra zibethicus","C","EMML_LEAF","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Neovison vison","C","EMML_LEAF","G",4,1150,1,0,-999,-999,-999,"3","2016","Nearctic",0,2319.04,10.15,18.31,6024
"Glaucomys volans","A","EMML_MKLB","Ar",3,63.87,1,0,3.13,-999,-999,"3","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Odocoileus virginianus","B","EMML_MKLB","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Procyon lotor","B","EMML_MKLB","G",4,5524.97,1,0,3.06,-999,-999,"3","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Sciurus carolinensis","B","EMML_MKLB","Ar",3,506.5,0,1,2.98,-999,1,"4","2018","Nearctic",185,2942.42,15.45,21.66,2030
"Canis latrans","B","EMML_MKLB","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",185,2942.42,15.45,21.66,2030
"Didelphis virginiana","B","EMML_MKLB","S",4,2195.48,1,0,8.62,-999,1,"3","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Vulpes vulpes","B","EMML_MKLB","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Nearctic",185,2942.42,15.45,21.66,2030
"Sylvilagus floridanus","B","EMML_MKLB","G",1,1172.79,1,0,4.62,-999,-999,"3","2019","Nearctic",185,2942.42,15.45,21.66,2030
"Urocyon cinereoargenteus","B","EMML_MKLB","G",5,3833.72,1,0,3.71,-999,-999,"4","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Lynx rufus","B","EMML_MKLB","G",1,8904.1,1,0,2.76,-999,-999,"4","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Mephitis mephitis","B","EMML_MKLB","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Sciurus niger","C","EMML_MKLB","Ar",3,761.9,0,1,-999,-999,-999,"4","2016","Nearctic",185,2942.42,15.45,21.66,2030
"Castor canadensis","C","EMML_MKLB","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",185,2942.42,15.45,21.66,2030
